file,label_mode,fs,temporal,transition_margin_sec,n_features,best_model,best_acc,best_macro_f1,best_std_acc,rf_acc,svm_acc,knn_acc
metrics_3class_250hz_temporal_m4.json,3class,250,True,4.0,32,RF,0.7046275071311582,0.6434419748792422,0.14403544544733593,0.7046275071311582,0.6852549985137425,0.6058764021273849
metrics_3class_250hz_static.json,3class,250,False,0.0,8,RF,0.6587356110937069,0.5933445978987749,0.14181076339557772,0.6587356110937069,0.6425142410429485,0.6284324327328984
metrics_3class_native_temporal_m4.json,3class,1259,True,4.0,32,RF,0.7314930436478392,0.6750603810914866,0.1326738870990311,0.7314930436478392,0.7281609665990564,0.6700670156612207
metrics_binary_250hz_temporal_m4.json,binary_drop_transition,250,True,4.0,32,RF,0.8958544038006387,0.8540918631709778,0.12991062890924565,0.8958544038006387,0.8800662211248742,0.8334772857443865
metrics_binary_native_temporal_m4.json,binary_drop_transition,1259,True,4.0,32,RF,0.9095883544107575,0.8763730554472905,0.11567103200022505,0.9095883544107575,0.890051472797959,0.853104369841566
